tanggal,komoditi,satuan,harga
7/5/2018,Kacang Kedelai Lokal,Kg,10733
7/6/2018,Kacang Kedelai Lokal,Kg,10733
7/9/2018,Kacang Kedelai Lokal,Kg,10733
7/10/2018,Kacang Kedelai Lokal,Kg,10733
7/11/2018,Kacang Kedelai Lokal,Kg,10400
7/12/2018,Kacang Kedelai Lokal,Kg,10400
7/13/2018,Kacang Kedelai Lokal,Kg,10400
7/16/2018,Kacang Kedelai Lokal,Kg,10400
7/17/2018,Kacang Kedelai Lokal,Kg,10400
7/18/2018,Kacang Kedelai Lokal,Kg,10400
7/19/2018,Kacang Kedelai Lokal,Kg,10400
7/20/2018,Kacang Kedelai Lokal,Kg,10400
7/23/2018,Kacang Kedelai Lokal,Kg,10400
7/24/2018,Kacang Kedelai Lokal,Kg,10400
7/25/2018,Kacang Kedelai Lokal,Kg,10400
7/26/2018,Kacang Kedelai Lokal,Kg,10333
7/27/2018,Kacang Kedelai Lokal,Kg,10333
7/30/2018,Kacang Kedelai Lokal,Kg,10333
7/31/2018,Kacang Kedelai Lokal,Kg,7750
7/2/2018,Indomie Rasa Kari Ayam,buah,2460
7/3/2018,Indomie Rasa Kari Ayam,buah,2460
7/4/2018,Indomie Rasa Kari Ayam,buah,2460
7/5/2018,Indomie Rasa Kari Ayam,buah,2460
7/6/2018,Indomie Rasa Kari Ayam,buah,2460
7/9/2018,Indomie Rasa Kari Ayam,buah,2460
7/10/2018,Indomie Rasa Kari Ayam,buah,2460
7/11/2018,Indomie Rasa Kari Ayam,buah,2460
7/12/2018,Indomie Rasa Kari Ayam,buah,2460
7/13/2018,Indomie Rasa Kari Ayam,buah,2460
7/16/2018,Indomie Rasa Kari Ayam,buah,2460
7/17/2018,Indomie Rasa Kari Ayam,buah,2460
7/18/2018,Indomie Rasa Kari Ayam,buah,2400
7/19/2018,Indomie Rasa Kari Ayam,buah,2460
7/20/2018,Indomie Rasa Kari Ayam,buah,2460
